"Laikotarpis","Rodiklis","Administracinė teritorija","Gyvenamoji vietovė","Matavimo vienetai","Reikšmė"
"2008","Nuolatinių gyventojų skaičius metų pradžioje","Utenos apskritis","Miestas ir kaimas","asmenys","164167"
"2009","Nuolatinių gyventojų skaičius metų pradžioje","Utenos apskritis","Miestas ir kaimas","asmenys","161062"
"2010","Nuolatinių gyventojų skaičius metų pradžioje","Utenos apskritis","Miestas ir kaimas","asmenys","157472"
"2011","Nuolatinių gyventojų skaičius metų pradžioje","Utenos apskritis","Miestas ir kaimas","asmenys","152577"
"2012","Nuolatinių gyventojų skaičius metų pradžioje","Utenos apskritis","Miestas ir kaimas","asmenys","149001"
"2013","Nuolatinių gyventojų skaičius metų pradžioje","Utenos apskritis","Miestas ir kaimas","asmenys","146315"
"2014","Nuolatinių gyventojų skaičius metų pradžioje","Utenos apskritis","Miestas ir kaimas","asmenys","143858"
"2015","Nuolatinių gyventojų skaičius metų pradžioje","Utenos apskritis","Miestas ir kaimas","asmenys","142002"
"2016","Nuolatinių gyventojų skaičius metų pradžioje","Utenos apskritis","Miestas ir kaimas","asmenys","139523"
"2017","Nuolatinių gyventojų skaičius metų pradžioje","Utenos apskritis","Miestas ir kaimas","asmenys","136325"
"2018","Nuolatinių gyventojų skaičius metų pradžioje","Utenos apskritis","Miestas ir kaimas","asmenys","132968"
"2019","Nuolatinių gyventojų skaičius metų pradžioje","Utenos apskritis","Miestas ir kaimas","asmenys","130645"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","Utenos apskritis","Miestas ir kaimas","asmenys","128761"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","Utenos apskritis","Miestas ir kaimas","asmenys","127581"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","Utenos apskritis","Miestas ir kaimas","asmenys","125644"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","Utenos apskritis","Miestas ir kaimas","asmenys","125467"
"2024","Nuolatinių gyventojų skaičius metų pradžioje","Utenos apskritis","Miestas ir kaimas","asmenys","126192"
"2025","Nuolatinių gyventojų skaičius metų pradžioje","Utenos apskritis","Miestas ir kaimas","asmenys","122702"
"2004","Nuolatinių gyventojų skaičius metų pradžioje","Anykščių r. sav.","Miestas ir kaimas","asmenys","33783"
"2005","Nuolatinių gyventojų skaičius metų pradžioje","Anykščių r. sav.","Miestas ir kaimas","asmenys","33119"
"2006","Nuolatinių gyventojų skaičius metų pradžioje","Anykščių r. sav.","Miestas ir kaimas","asmenys","32275"
"2007","Nuolatinių gyventojų skaičius metų pradžioje","Anykščių r. sav.","Miestas ir kaimas","asmenys","31583"
"2008","Nuolatinių gyventojų skaičius metų pradžioje","Anykščių r. sav.","Miestas ir kaimas","asmenys","30929"
"2009","Nuolatinių gyventojų skaičius metų pradžioje","Anykščių r. sav.","Miestas ir kaimas","asmenys","30285"
"2010","Nuolatinių gyventojų skaičius metų pradžioje","Anykščių r. sav.","Miestas ir kaimas","asmenys","29632"
"2011","Nuolatinių gyventojų skaičius metų pradžioje","Anykščių r. sav.","Miestas ir kaimas","asmenys","28782"
"2012","Nuolatinių gyventojų skaičius metų pradžioje","Anykščių r. sav.","Miestas ir kaimas","asmenys","28116"
"2013","Nuolatinių gyventojų skaičius metų pradžioje","Anykščių r. sav.","Miestas ir kaimas","asmenys","27629"
"2014","Nuolatinių gyventojų skaičius metų pradžioje","Anykščių r. sav.","Miestas ir kaimas","asmenys","27112"
"2015","Nuolatinių gyventojų skaičius metų pradžioje","Anykščių r. sav.","Miestas ir kaimas","asmenys","26664"
"2016","Nuolatinių gyventojų skaičius metų pradžioje","Anykščių r. sav.","Miestas ir kaimas","asmenys","26100"
"2017","Nuolatinių gyventojų skaičius metų pradžioje","Anykščių r. sav.","Miestas ir kaimas","asmenys","25462"
"2018","Nuolatinių gyventojų skaičius metų pradžioje","Anykščių r. sav.","Miestas ir kaimas","asmenys","24703"
"2019","Nuolatinių gyventojų skaičius metų pradžioje","Anykščių r. sav.","Miestas ir kaimas","asmenys","24215"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","Anykščių r. sav.","Miestas ir kaimas","asmenys","23681"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","Anykščių r. sav.","Miestas ir kaimas","asmenys","23321"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","Anykščių r. sav.","Miestas ir kaimas","asmenys","22794"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","Anykščių r. sav.","Miestas ir kaimas","asmenys","22658"
"2024","Nuolatinių gyventojų skaičius metų pradžioje","Anykščių r. sav.","Miestas ir kaimas","asmenys","22372"
"2025","Nuolatinių gyventojų skaičius metų pradžioje","Anykščių r. sav.","Miestas ir kaimas","asmenys","22003"
"2004","Nuolatinių gyventojų skaičius metų pradžioje","Ignalinos r. sav.","Miestas ir kaimas","asmenys","21944"
"2005","Nuolatinių gyventojų skaičius metų pradžioje","Ignalinos r. sav.","Miestas ir kaimas","asmenys","21463"
"2006","Nuolatinių gyventojų skaičius metų pradžioje","Ignalinos r. sav.","Miestas ir kaimas","asmenys","20893"
"2007","Nuolatinių gyventojų skaičius metų pradžioje","Ignalinos r. sav.","Miestas ir kaimas","asmenys","20368"
"2008","Nuolatinių gyventojų skaičius metų pradžioje","Ignalinos r. sav.","Miestas ir kaimas","asmenys","19838"
"2009","Nuolatinių gyventojų skaičius metų pradžioje","Ignalinos r. sav.","Miestas ir kaimas","asmenys","19415"
"2010","Nuolatinių gyventojų skaičius metų pradžioje","Ignalinos r. sav.","Miestas ir kaimas","asmenys","18961"
"2011","Nuolatinių gyventojų skaičius metų pradžioje","Ignalinos r. sav.","Miestas ir kaimas","asmenys","18468"
"2012","Nuolatinių gyventojų skaičius metų pradžioje","Ignalinos r. sav.","Miestas ir kaimas","asmenys","18030"
"2013","Nuolatinių gyventojų skaičius metų pradžioje","Ignalinos r. sav.","Miestas ir kaimas","asmenys","17629"
"2014","Nuolatinių gyventojų skaičius metų pradžioje","Ignalinos r. sav.","Miestas ir kaimas","asmenys","17319"
"2015","Nuolatinių gyventojų skaičius metų pradžioje","Ignalinos r. sav.","Miestas ir kaimas","asmenys","17077"
"2016","Nuolatinių gyventojų skaičius metų pradžioje","Ignalinos r. sav.","Miestas ir kaimas","asmenys","16674"
"2017","Nuolatinių gyventojų skaičius metų pradžioje","Ignalinos r. sav.","Miestas ir kaimas","asmenys","16307"
"2018","Nuolatinių gyventojų skaičius metų pradžioje","Ignalinos r. sav.","Miestas ir kaimas","asmenys","15831"
"2019","Nuolatinių gyventojų skaičius metų pradžioje","Ignalinos r. sav.","Miestas ir kaimas","asmenys","15417"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","Ignalinos r. sav.","Miestas ir kaimas","asmenys","15053"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","Ignalinos r. sav.","Miestas ir kaimas","asmenys","14782"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","Ignalinos r. sav.","Miestas ir kaimas","asmenys","14464"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","Ignalinos r. sav.","Miestas ir kaimas","asmenys","14147"
"2024","Nuolatinių gyventojų skaičius metų pradžioje","Ignalinos r. sav.","Miestas ir kaimas","asmenys","13817"
"2025","Nuolatinių gyventojų skaičius metų pradžioje","Ignalinos r. sav.","Miestas ir kaimas","asmenys","13593"
"2004","Nuolatinių gyventojų skaičius metų pradžioje","Molėtų r. sav.","Miestas ir kaimas","asmenys","24268"
"2005","Nuolatinių gyventojų skaičius metų pradžioje","Molėtų r. sav.","Miestas ir kaimas","asmenys","23817"
"2006","Nuolatinių gyventojų skaičius metų pradžioje","Molėtų r. sav.","Miestas ir kaimas","asmenys","23128"
"2007","Nuolatinių gyventojų skaičius metų pradžioje","Molėtų r. sav.","Miestas ir kaimas","asmenys","22671"
"2008","Nuolatinių gyventojų skaičius metų pradžioje","Molėtų r. sav.","Miestas ir kaimas","asmenys","22221"
"2009","Nuolatinių gyventojų skaičius metų pradžioje","Molėtų r. sav.","Miestas ir kaimas","asmenys","21751"
"2010","Nuolatinių gyventojų skaičius metų pradžioje","Molėtų r. sav.","Miestas ir kaimas","asmenys","21238"
"2011","Nuolatinių gyventojų skaičius metų pradžioje","Molėtų r. sav.","Miestas ir kaimas","asmenys","20751"
"2012","Nuolatinių gyventojų skaičius metų pradžioje","Molėtų r. sav.","Miestas ir kaimas","asmenys","20390"
"2013","Nuolatinių gyventojų skaičius metų pradžioje","Molėtų r. sav.","Miestas ir kaimas","asmenys","20055"
"2014","Nuolatinių gyventojų skaičius metų pradžioje","Molėtų r. sav.","Miestas ir kaimas","asmenys","19669"
"2015","Nuolatinių gyventojų skaičius metų pradžioje","Molėtų r. sav.","Miestas ir kaimas","asmenys","19349"
"2016","Nuolatinių gyventojų skaičius metų pradžioje","Molėtų r. sav.","Miestas ir kaimas","asmenys","19090"
"2017","Nuolatinių gyventojų skaičius metų pradžioje","Molėtų r. sav.","Miestas ir kaimas","asmenys","18659"
"2018","Nuolatinių gyventojų skaičius metų pradžioje","Molėtų r. sav.","Miestas ir kaimas","asmenys","18158"
"2019","Nuolatinių gyventojų skaičius metų pradžioje","Molėtų r. sav.","Miestas ir kaimas","asmenys","17740"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","Molėtų r. sav.","Miestas ir kaimas","asmenys","17487"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","Molėtų r. sav.","Miestas ir kaimas","asmenys","17222"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","Molėtų r. sav.","Miestas ir kaimas","asmenys","16926"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","Molėtų r. sav.","Miestas ir kaimas","asmenys","16762"
"2024","Nuolatinių gyventojų skaičius metų pradžioje","Molėtų r. sav.","Miestas ir kaimas","asmenys","16516"
"2025","Nuolatinių gyventojų skaičius metų pradžioje","Molėtų r. sav.","Miestas ir kaimas","asmenys","16280"
"2004","Nuolatinių gyventojų skaičius metų pradžioje","Utenos r. sav.","Miestas ir kaimas","asmenys","48800"
"2005","Nuolatinių gyventojų skaičius metų pradžioje","Utenos r. sav.","Miestas ir kaimas","asmenys","48139"
"2006","Nuolatinių gyventojų skaičius metų pradžioje","Utenos r. sav.","Miestas ir kaimas","asmenys","47296"
"2007","Nuolatinių gyventojų skaičius metų pradžioje","Utenos r. sav.","Miestas ir kaimas","asmenys","46783"
"2008","Nuolatinių gyventojų skaičius metų pradžioje","Utenos r. sav.","Miestas ir kaimas","asmenys","46056"
"2009","Nuolatinių gyventojų skaičius metų pradžioje","Utenos r. sav.","Miestas ir kaimas","asmenys","45558"
"2010","Nuolatinių gyventojų skaičius metų pradžioje","Utenos r. sav.","Miestas ir kaimas","asmenys","44636"
"2011","Nuolatinių gyventojų skaičius metų pradžioje","Utenos r. sav.","Miestas ir kaimas","asmenys","43396"
"2012","Nuolatinių gyventojų skaičius metų pradžioje","Utenos r. sav.","Miestas ir kaimas","asmenys","42531"
"2013","Nuolatinių gyventojų skaičius metų pradžioje","Utenos r. sav.","Miestas ir kaimas","asmenys","41843"
"2014","Nuolatinių gyventojų skaičius metų pradžioje","Utenos r. sav.","Miestas ir kaimas","asmenys","41223"
"2015","Nuolatinių gyventojų skaičius metų pradžioje","Utenos r. sav.","Miestas ir kaimas","asmenys","40744"
"2016","Nuolatinių gyventojų skaičius metų pradžioje","Utenos r. sav.","Miestas ir kaimas","asmenys","40150"
"2017","Nuolatinių gyventojų skaičius metų pradžioje","Utenos r. sav.","Miestas ir kaimas","asmenys","39208"
"2018","Nuolatinių gyventojų skaičius metų pradžioje","Utenos r. sav.","Miestas ir kaimas","asmenys","38366"
"2019","Nuolatinių gyventojų skaičius metų pradžioje","Utenos r. sav.","Miestas ir kaimas","asmenys","37921"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","Utenos r. sav.","Miestas ir kaimas","asmenys","37634"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","Utenos r. sav.","Miestas ir kaimas","asmenys","37509"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","Utenos r. sav.","Miestas ir kaimas","asmenys","37266"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","Utenos r. sav.","Miestas ir kaimas","asmenys","37670"
"2024","Nuolatinių gyventojų skaičius metų pradžioje","Utenos r. sav.","Miestas ir kaimas","asmenys","39539"
"2025","Nuolatinių gyventojų skaičius metų pradžioje","Utenos r. sav.","Miestas ir kaimas","asmenys","37392"
"2004","Nuolatinių gyventojų skaičius metų pradžioje","Visagino sav.","Miestas ir kaimas","asmenys","27915"
"2005","Nuolatinių gyventojų skaičius metų pradžioje","Visagino sav.","Miestas ir kaimas","asmenys","27302"
"2006","Nuolatinių gyventojų skaičius metų pradžioje","Visagino sav.","Miestas ir kaimas","asmenys","26421"
"2007","Nuolatinių gyventojų skaičius metų pradžioje","Visagino sav.","Miestas ir kaimas","asmenys","25897"
"2008","Nuolatinių gyventojų skaičius metų pradžioje","Visagino sav.","Miestas ir kaimas","asmenys","25232"
"2009","Nuolatinių gyventojų skaičius metų pradžioje","Visagino sav.","Miestas ir kaimas","asmenys","24644"
"2010","Nuolatinių gyventojų skaičius metų pradžioje","Visagino sav.","Miestas ir kaimas","asmenys","23992"
"2011","Nuolatinių gyventojų skaičius metų pradžioje","Visagino sav.","Miestas ir kaimas","asmenys","22708"
"2012","Nuolatinių gyventojų skaičius metų pradžioje","Visagino sav.","Miestas ir kaimas","asmenys","21921"
"2013","Nuolatinių gyventojų skaičius metų pradžioje","Visagino sav.","Miestas ir kaimas","asmenys","21401"
"2014","Nuolatinių gyventojų skaičius metų pradžioje","Visagino sav.","Miestas ir kaimas","asmenys","21126"
"2015","Nuolatinių gyventojų skaičius metų pradžioje","Visagino sav.","Miestas ir kaimas","asmenys","20982"
"2016","Nuolatinių gyventojų skaičius metų pradžioje","Visagino sav.","Miestas ir kaimas","asmenys","20659"
"2017","Nuolatinių gyventojų skaičius metų pradžioje","Visagino sav.","Miestas ir kaimas","asmenys","20259"
"2018","Nuolatinių gyventojų skaičius metų pradžioje","Visagino sav.","Miestas ir kaimas","asmenys","19890"
"2019","Nuolatinių gyventojų skaičius metų pradžioje","Visagino sav.","Miestas ir kaimas","asmenys","19694"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","Visagino sav.","Miestas ir kaimas","asmenys","19575"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","Visagino sav.","Miestas ir kaimas","asmenys","19633"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","Visagino sav.","Miestas ir kaimas","asmenys","19404"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","Visagino sav.","Miestas ir kaimas","asmenys","19652"
"2024","Nuolatinių gyventojų skaičius metų pradžioje","Visagino sav.","Miestas ir kaimas","asmenys","19587"
"2025","Nuolatinių gyventojų skaičius metų pradžioje","Visagino sav.","Miestas ir kaimas","asmenys","19402"
"2004","Nuolatinių gyventojų skaičius metų pradžioje","Zarasų r. sav.","Miestas ir kaimas","asmenys","21927"
"2005","Nuolatinių gyventojų skaičius metų pradžioje","Zarasų r. sav.","Miestas ir kaimas","asmenys","21386"
"2006","Nuolatinių gyventojų skaičius metų pradžioje","Zarasų r. sav.","Miestas ir kaimas","asmenys","20816"
"2007","Nuolatinių gyventojų skaičius metų pradžioje","Zarasų r. sav.","Miestas ir kaimas","asmenys","20376"
"2008","Nuolatinių gyventojų skaičius metų pradžioje","Zarasų r. sav.","Miestas ir kaimas","asmenys","19891"
"2009","Nuolatinių gyventojų skaičius metų pradžioje","Zarasų r. sav.","Miestas ir kaimas","asmenys","19409"
"2010","Nuolatinių gyventojų skaičius metų pradžioje","Zarasų r. sav.","Miestas ir kaimas","asmenys","19013"
"2011","Nuolatinių gyventojų skaičius metų pradžioje","Zarasų r. sav.","Miestas ir kaimas","asmenys","18472"
"2012","Nuolatinių gyventojų skaičius metų pradžioje","Zarasų r. sav.","Miestas ir kaimas","asmenys","18013"
"2013","Nuolatinių gyventojų skaičius metų pradžioje","Zarasų r. sav.","Miestas ir kaimas","asmenys","17758"
"2014","Nuolatinių gyventojų skaičius metų pradžioje","Zarasų r. sav.","Miestas ir kaimas","asmenys","17409"
"2015","Nuolatinių gyventojų skaičius metų pradžioje","Zarasų r. sav.","Miestas ir kaimas","asmenys","17186"
"2016","Nuolatinių gyventojų skaičius metų pradžioje","Zarasų r. sav.","Miestas ir kaimas","asmenys","16850"
"2017","Nuolatinių gyventojų skaičius metų pradžioje","Zarasų r. sav.","Miestas ir kaimas","asmenys","16430"
"2018","Nuolatinių gyventojų skaičius metų pradžioje","Zarasų r. sav.","Miestas ir kaimas","asmenys","16020"
"2019","Nuolatinių gyventojų skaičius metų pradžioje","Zarasų r. sav.","Miestas ir kaimas","asmenys","15658"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","Zarasų r. sav.","Miestas ir kaimas","asmenys","15331"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","Zarasų r. sav.","Miestas ir kaimas","asmenys","15114"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","Zarasų r. sav.","Miestas ir kaimas","asmenys","14790"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","Zarasų r. sav.","Miestas ir kaimas","asmenys","14578"
"2024","Nuolatinių gyventojų skaičius metų pradžioje","Zarasų r. sav.","Miestas ir kaimas","asmenys","14361"
"2025","Nuolatinių gyventojų skaičius metų pradžioje","Zarasų r. sav.","Miestas ir kaimas","asmenys","14032"
